FileName,action,action_class
Img_1924.jpg,using_a_computer,using_comm_device
Img_193.jpg,phoning,using_comm_device
Img_1930.jpg,cooking,domestic_work
Img_1931.jpg,cooking,domestic_work
Img_1933.jpg,feeding_a_horse,Interacting_with_animal
Img_1935.jpg,jumping,other_activity
Img_1936.jpg,jumping,other_activity
Img_1940.jpg,cutting_vegetables,domestic_work
Img_1945.jpg,shooting_an_arrow,other_activity
Img_1951.jpg,playing_violin,playing_musical_instrument
Img_1954.jpg,texting_message,using_comm_device
Img_1961.jpg,playing_violin,playing_musical_instrument
Img_1965.jpg,feeding_a_horse,Interacting_with_animal
Img_1972.jpg,watching_TV,using_comm_device
Img_1973.jpg,jumping,other_activity
Img_1979.jpg,cleaning_the_floor,domestic_work
Img_198.jpg,playing_guitar,playing_musical_instrument
Img_1982.jpg,playing_violin,playing_musical_instrument
Img_1983.jpg,gardening,domestic_work
Img_1992.jpg,texting_message,using_comm_device
Img_1993.jpg,shooting_an_arrow,other_activity
Img_1997.jpg,jumping,other_activity
Img_2.jpg,washing_dishes,domestic_work
Img_200.jpg,texting_message,using_comm_device
Img_2001.jpg,shooting_an_arrow,other_activity
Img_2006.jpg,gardening,domestic_work
Img_2008.jpg,watching_TV,using_comm_device
Img_201.jpg,riding_a_bike,other_activity
Img_2012.jpg,using_a_computer,using_comm_device
Img_2014.jpg,playing_guitar,playing_musical_instrument
Img_2016.jpg,gardening,domestic_work
Img_2043.jpg,walking_the_dog,Interacting_with_animal
Img_2049.jpg,feeding_a_horse,Interacting_with_animal
Img_2050.jpg,phoning,using_comm_device
Img_2051.jpg,jumping,other_activity
Img_2054.jpg,climbing,other_activity
Img_2056.jpg,using_a_computer,using_comm_device
Img_2057.jpg,gardening,domestic_work
Img_2060.jpg,running,other_activity
Img_2069.jpg,riding_a_bike,other_activity
Img_207.jpg,walking_the_dog,Interacting_with_animal
Img_2073.jpg,playing_guitar,playing_musical_instrument
Img_2074.jpg,playing_guitar,playing_musical_instrument
Img_2075.jpg,cleaning_the_floor,domestic_work
Img_2076.jpg,washing_dishes,domestic_work
Img_2077.jpg,walking_the_dog,Interacting_with_animal
Img_2079.jpg,taking_photos,using_comm_device
Img_2080.jpg,cooking,domestic_work
Img_2081.jpg,riding_a_bike,other_activity
Img_2087.jpg,phoning,using_comm_device
Img_2092.jpg,feeding_a_horse,Interacting_with_animal
Img_2093.jpg,running,other_activity
Img_2098.jpg,walking_the_dog,Interacting_with_animal
Img_2099.jpg,jumping,other_activity
Img_21.jpg,riding_a_horse,Interacting_with_animal
Img_2100.jpg,riding_a_bike,other_activity
Img_2104.jpg,running,other_activity
Img_2105.jpg,phoning,using_comm_device
Img_2106.jpg,riding_a_bike,other_activity
Img_2107.jpg,walking_the_dog,Interacting_with_animal
Img_2108.jpg,cutting_vegetables,domestic_work
Img_2109.jpg,jumping,other_activity
Img_2115.jpg,riding_a_horse,Interacting_with_animal
Img_2116.jpg,climbing,other_activity
Img_2118.jpg,riding_a_bike,other_activity
Img_2122.jpg,riding_a_horse,Interacting_with_animal
Img_2126.jpg,playing_violin,playing_musical_instrument
Img_2129.jpg,playing_guitar,playing_musical_instrument
Img_213.jpg,phoning,using_comm_device
Img_2134.jpg,climbing,other_activity
Img_2137.jpg,riding_a_horse,Interacting_with_animal
Img_2146.jpg,climbing,other_activity
Img_215.jpg,using_a_computer,using_comm_device
Img_2152.jpg,riding_a_bike,other_activity
Img_2153.jpg,feeding_a_horse,Interacting_with_animal
Img_2165.jpg,texting_message,using_comm_device
Img_2167.jpg,walking_the_dog,Interacting_with_animal
Img_2186.jpg,riding_a_bike,other_activity
Img_2188.jpg,riding_a_horse,Interacting_with_animal
Img_2189.jpg,shooting_an_arrow,other_activity
Img_2190.jpg,cleaning_the_floor,domestic_work
Img_2191.jpg,walking_the_dog,Interacting_with_animal
Img_2198.jpg,riding_a_bike,other_activity
Img_2200.jpg,walking_the_dog,Interacting_with_animal
Img_2203.jpg,playing_violin,playing_musical_instrument
Img_2206.jpg,playing_violin,playing_musical_instrument
Img_2207.jpg,running,other_activity
Img_2210.jpg,cleaning_the_floor,domestic_work
Img_2215.jpg,gardening,domestic_work
Img_2221.jpg,taking_photos,using_comm_device
Img_2222.jpg,watching_TV,using_comm_device
Img_2236.jpg,running,other_activity
Img_2240.jpg,phoning,using_comm_device
Img_2242.jpg,rowing_a_boat,other_activity
Img_2243.jpg,washing_dishes,domestic_work
Img_2248.jpg,cooking,domestic_work
Img_2249.jpg,climbing,other_activity
Img_225.jpg,washing_dishes,domestic_work
Img_2251.jpg,cooking,domestic_work
Img_2257.jpg,phoning,using_comm_device
Img_2258.jpg,riding_a_horse,Interacting_with_animal
Img_2260.jpg,playing_violin,playing_musical_instrument
Img_2268.jpg,climbing,other_activity
Img_2273.jpg,playing_guitar,playing_musical_instrument
Img_2278.jpg,playing_violin,playing_musical_instrument
Img_228.jpg,climbing,other_activity
Img_2282.jpg,using_a_computer,using_comm_device
Img_2283.jpg,feeding_a_horse,Interacting_with_animal
Img_229.jpg,feeding_a_horse,Interacting_with_animal
Img_2296.jpg,cooking,domestic_work
Img_2297.jpg,taking_photos,using_comm_device
Img_2299.jpg,feeding_a_horse,Interacting_with_animal
Img_230.jpg,jumping,other_activity
Img_2300.jpg,feeding_a_horse,Interacting_with_animal
Img_2301.jpg,climbing,other_activity
Img_2302.jpg,walking_the_dog,Interacting_with_animal
Img_2304.jpg,shooting_an_arrow,other_activity
Img_2305.jpg,riding_a_horse,Interacting_with_animal
Img_2306.jpg,playing_guitar,playing_musical_instrument
Img_2309.jpg,climbing,other_activity
Img_2310.jpg,cooking,domestic_work
Img_2315.jpg,phoning,using_comm_device
Img_2316.jpg,riding_a_horse,Interacting_with_animal
Img_2324.jpg,shooting_an_arrow,other_activity
Img_2325.jpg,jumping,other_activity
Img_2331.jpg,feeding_a_horse,Interacting_with_animal
Img_234.jpg,running,other_activity
Img_2340.jpg,riding_a_horse,Interacting_with_animal
Img_2341.jpg,texting_message,using_comm_device
Img_2345.jpg,playing_guitar,playing_musical_instrument
Img_2346.jpg,using_a_computer,using_comm_device
Img_2347.jpg,watching_TV,using_comm_device
Img_2348.jpg,playing_guitar,playing_musical_instrument
Img_2350.jpg,riding_a_horse,Interacting_with_animal
Img_2351.jpg,watching_TV,using_comm_device
Img_2354.jpg,cutting_vegetables,domestic_work
Img_2355.jpg,climbing,other_activity
Img_2357.jpg,jumping,other_activity
Img_2358.jpg,jumping,other_activity
Img_2361.jpg,cleaning_the_floor,domestic_work
Img_2362.jpg,jumping,other_activity
Img_2365.jpg,climbing,other_activity
Img_2372.jpg,walking_the_dog,Interacting_with_animal
Img_2380.jpg,playing_guitar,playing_musical_instrument
Img_2386.jpg,playing_guitar,playing_musical_instrument
Img_2388.jpg,phoning,using_comm_device
Img_2389.jpg,running,other_activity
Img_239.jpg,jumping,other_activity
Img_2394.jpg,gardening,domestic_work
Img_2395.jpg,cleaning_the_floor,domestic_work
Img_2398.jpg,shooting_an_arrow,other_activity
Img_240.jpg,playing_guitar,playing_musical_instrument
Img_2402.jpg,cutting_vegetables,domestic_work
Img_2403.jpg,climbing,other_activity
Img_2405.jpg,riding_a_bike,other_activity
Img_2412.jpg,using_a_computer,using_comm_device
Img_2421.jpg,climbing,other_activity
Img_2422.jpg,walking_the_dog,Interacting_with_animal
Img_2424.jpg,rowing_a_boat,other_activity
Img_2429.jpg,jumping,other_activity
Img_243.jpg,texting_message,using_comm_device
Img_2435.jpg,feeding_a_horse,Interacting_with_animal
Img_2438.jpg,running,other_activity
Img_2439.jpg,cooking,domestic_work
Img_2440.jpg,walking_the_dog,Interacting_with_animal
Img_2441.jpg,cleaning_the_floor,domestic_work
Img_2449.jpg,using_a_computer,using_comm_device
Img_2452.jpg,jumping,other_activity
Img_2453.jpg,gardening,domestic_work
Img_2454.jpg,phoning,using_comm_device
Img_2455.jpg,feeding_a_horse,Interacting_with_animal
Img_2460.jpg,running,other_activity
Img_2463.jpg,using_a_computer,using_comm_device
Img_2468.jpg,playing_guitar,playing_musical_instrument
Img_247.jpg,phoning,using_comm_device
Img_2470.jpg,shooting_an_arrow,other_activity
Img_2472.jpg,using_a_computer,using_comm_device
Img_2474.jpg,cooking,domestic_work
Img_2476.jpg,cutting_vegetables,domestic_work
Img_2478.jpg,playing_violin,playing_musical_instrument
Img_2481.jpg,taking_photos,using_comm_device
Img_2483.jpg,jumping,other_activity
Img_2487.jpg,shooting_an_arrow,other_activity
Img_2488.jpg,playing_violin,playing_musical_instrument
Img_2489.jpg,feeding_a_horse,Interacting_with_animal
Img_2490.jpg,watching_TV,using_comm_device
Img_2492.jpg,walking_the_dog,Interacting_with_animal
Img_2496.jpg,running,other_activity
Img_2498.jpg,playing_guitar,playing_musical_instrument
Img_25.jpg,rowing_a_boat,other_activity
Img_2501.jpg,using_a_computer,using_comm_device
Img_2502.jpg,riding_a_horse,Interacting_with_animal
Img_2505.jpg,running,other_activity
Img_2508.jpg,walking_the_dog,Interacting_with_animal
Img_2510.jpg,washing_dishes,domestic_work
Img_2518.jpg,jumping,other_activity
Img_2520.jpg,playing_violin,playing_musical_instrument
Img_2523.jpg,gardening,domestic_work
Img_2526.jpg,cooking,domestic_work
Img_2527.jpg,playing_guitar,playing_musical_instrument
Img_2528.jpg,using_a_computer,using_comm_device
Img_253.jpg,playing_guitar,playing_musical_instrument
Img_2530.jpg,running,other_activity
Img_2531.jpg,riding_a_bike,other_activity
Img_2533.jpg,phoning,using_comm_device
Img_2535.jpg,cleaning_the_floor,domestic_work
Img_2539.jpg,walking_the_dog,Interacting_with_animal
Img_254.jpg,feeding_a_horse,Interacting_with_animal
Img_2540.jpg,phoning,using_comm_device
Img_2543.jpg,phoning,using_comm_device
Img_2545.jpg,phoning,using_comm_device
Img_2546.jpg,playing_guitar,playing_musical_instrument
Img_2547.jpg,phoning,using_comm_device
Img_255.jpg,phoning,using_comm_device
Img_2551.jpg,walking_the_dog,Interacting_with_animal
Img_2555.jpg,walking_the_dog,Interacting_with_animal
Img_256.jpg,riding_a_bike,other_activity
Img_2562.jpg,phoning,using_comm_device
Img_2564.jpg,riding_a_bike,other_activity
Img_2565.jpg,feeding_a_horse,Interacting_with_animal
Img_2566.jpg,playing_violin,playing_musical_instrument
Img_2567.jpg,shooting_an_arrow,other_activity
Img_257.jpg,rowing_a_boat,other_activity
Img_2578.jpg,walking_the_dog,Interacting_with_animal
Img_2579.jpg,feeding_a_horse,Interacting_with_animal
Img_258.jpg,jumping,other_activity
Img_2583.jpg,walking_the_dog,Interacting_with_animal
Img_2585.jpg,gardening,domestic_work
Img_2588.jpg,riding_a_horse,Interacting_with_animal
Img_2589.jpg,riding_a_horse,Interacting_with_animal
Img_2593.jpg,feeding_a_horse,Interacting_with_animal
Img_2595.jpg,using_a_computer,using_comm_device
Img_2596.jpg,cleaning_the_floor,domestic_work
Img_2599.jpg,using_a_computer,using_comm_device
Img_2602.jpg,playing_violin,playing_musical_instrument
Img_2605.jpg,texting_message,using_comm_device
Img_2607.jpg,taking_photos,using_comm_device
Img_2608.jpg,texting_message,using_comm_device
Img_2611.jpg,riding_a_horse,Interacting_with_animal
Img_2612.jpg,phoning,using_comm_device
Img_2617.jpg,feeding_a_horse,Interacting_with_animal
Img_2621.jpg,cleaning_the_floor,domestic_work
Img_2624.jpg,washing_dishes,domestic_work
Img_2626.jpg,playing_violin,playing_musical_instrument
Img_2627.jpg,climbing,other_activity
Img_263.jpg,watching_TV,using_comm_device
Img_2634.jpg,gardening,domestic_work
Img_2635.jpg,riding_a_bike,other_activity
Img_264.jpg,texting_message,using_comm_device
Img_2645.jpg,phoning,using_comm_device
Img_265.jpg,climbing,other_activity
Img_2653.jpg,riding_a_horse,Interacting_with_animal
Img_2657.jpg,cutting_vegetables,domestic_work
Img_2665.jpg,taking_photos,using_comm_device
Img_2674.jpg,jumping,other_activity
Img_2679.jpg,phoning,using_comm_device
Img_268.jpg,rowing_a_boat,other_activity
Img_269.jpg,cooking,domestic_work
Img_2690.jpg,shooting_an_arrow,other_activity
Img_2697.jpg,phoning,using_comm_device
Img_270.jpg,running,other_activity
Img_2700.jpg,cooking,domestic_work
Img_2701.jpg,phoning,using_comm_device
Img_2704.jpg,riding_a_horse,Interacting_with_animal
Img_2706.jpg,climbing,other_activity
Img_271.jpg,climbing,other_activity
Img_2711.jpg,feeding_a_horse,Interacting_with_animal
Img_2716.jpg,using_a_computer,using_comm_device
Img_2718.jpg,playing_violin,playing_musical_instrument
Img_2725.jpg,phoning,using_comm_device
Img_2726.jpg,using_a_computer,using_comm_device
Img_2727.jpg,phoning,using_comm_device
Img_2728.jpg,jumping,other_activity
Img_273.jpg,playing_guitar,playing_musical_instrument
Img_2730.jpg,climbing,other_activity
Img_2731.jpg,cooking,domestic_work
Img_2735.jpg,walking_the_dog,Interacting_with_animal
Img_2738.jpg,running,other_activity
Img_2739.jpg,gardening,domestic_work
Img_2740.jpg,jumping,other_activity
Img_2741.jpg,playing_violin,playing_musical_instrument
Img_2742.jpg,washing_dishes,domestic_work
Img_2743.jpg,taking_photos,using_comm_device
Img_2747.jpg,walking_the_dog,Interacting_with_animal
Img_2748.jpg,jumping,other_activity
